#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
        mt19937|  ./working/random-truncated.bin|  8.24e+07  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
      rgb_lagged_sum|  30|   1000000|     100|0.95673520|  PASSED  
      rgb_lagged_sum|  31|   1000000|     100|0.81129069|  PASSED  
      rgb_lagged_sum|  32|   1000000|     100|0.06547990|  PASSED  
     rgb_kstest_test|   0|     10000|    1000|0.62220071|  PASSED  
     dab_bytedistrib|   0|  51200000|       1|0.91051443|  PASSED  
             dab_dct| 256|     50000|       1|0.94352434|  PASSED  
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.30437899|  PASSED  
        dab_filltree|  32|  15000000|       1|0.07734494|  PASSED  
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.31929691|  PASSED  
       dab_filltree2|   1|   5000000|       1|0.19577621|  PASSED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|0.59278353|  PASSED  
