#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
        mt19937|  ./working/random-truncated.bin|  8.25e+07  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
         rgb_bitdist|   2|    100000|     100|0.12659815|  PASSED  
         rgb_bitdist|   3|    100000|     100|0.60581259|  PASSED  
         rgb_bitdist|   4|    100000|     100|0.78755537|  PASSED  
         rgb_bitdist|   5|    100000|     100|0.26001086|  PASSED  
         rgb_bitdist|   6|    100000|     100|0.50352143|  PASSED  
         rgb_bitdist|   7|    100000|     100|0.87969092|  PASSED  
         rgb_bitdist|   8|    100000|     100|0.70697502|  PASSED  
         rgb_bitdist|   9|    100000|     100|0.03088282|  PASSED  
         rgb_bitdist|  10|    100000|     100|0.86689619|  PASSED  
         rgb_bitdist|  11|    100000|     100|0.96694828|  PASSED  
         rgb_bitdist|  12|    100000|     100|0.59609327|  PASSED  
rgb_minimum_distance|   2|     10000|    1000|0.47026976|  PASSED  
rgb_minimum_distance|   3|     10000|    1000|0.21600098|  PASSED  
rgb_minimum_distance|   4|     10000|    1000|0.65428310|  PASSED  
rgb_minimum_distance|   5|     10000|    1000|0.21875314|  PASSED  
    rgb_permutations|   2|    100000|     100|0.10981677|  PASSED  
    rgb_permutations|   3|    100000|     100|0.06736195|  PASSED  
    rgb_permutations|   4|    100000|     100|0.81298055|  PASSED  
    rgb_permutations|   5|    100000|     100|0.92642003|  PASSED  
      rgb_lagged_sum|   0|   1000000|     100|0.10190225|  PASSED  
      rgb_lagged_sum|   1|   1000000|     100|0.73535140|  PASSED  
      rgb_lagged_sum|   2|   1000000|     100|0.24841602|  PASSED  
      rgb_lagged_sum|   3|   1000000|     100|0.16918551|  PASSED  
      rgb_lagged_sum|   4|   1000000|     100|0.70254790|  PASSED  
      rgb_lagged_sum|   5|   1000000|     100|0.72329368|  PASSED  
      rgb_lagged_sum|   6|   1000000|     100|0.01007771|  PASSED  
      rgb_lagged_sum|   7|   1000000|     100|0.58120083|  PASSED  
      rgb_lagged_sum|   8|   1000000|     100|0.00729502|  PASSED  
      rgb_lagged_sum|   9|   1000000|     100|0.89210211|  PASSED  
      rgb_lagged_sum|  10|   1000000|     100|0.86222220|  PASSED  
      rgb_lagged_sum|  11|   1000000|     100|0.92519904|  PASSED  
      rgb_lagged_sum|  12|   1000000|     100|0.24714780|  PASSED  
      rgb_lagged_sum|  13|   1000000|     100|0.15216540|  PASSED  
      rgb_lagged_sum|  14|   1000000|     100|0.58696967|  PASSED  
      rgb_lagged_sum|  15|   1000000|     100|0.97999816|  PASSED  
      rgb_lagged_sum|  16|   1000000|     100|0.57629913|  PASSED  
      rgb_lagged_sum|  17|   1000000|     100|0.93781988|  PASSED  
      rgb_lagged_sum|  18|   1000000|     100|0.43371557|  PASSED  
      rgb_lagged_sum|  19|   1000000|     100|0.57016605|  PASSED  
      rgb_lagged_sum|  20|   1000000|     100|0.30876548|  PASSED  
      rgb_lagged_sum|  21|   1000000|     100|0.98057271|  PASSED  
      rgb_lagged_sum|  22|   1000000|     100|0.64415840|  PASSED  
      rgb_lagged_sum|  23|   1000000|     100|0.96278224|  PASSED  
      rgb_lagged_sum|  24|   1000000|     100|0.97748530|  PASSED  
      rgb_lagged_sum|  25|   1000000|     100|0.56114967|  PASSED  
      rgb_lagged_sum|  26|   1000000|     100|0.97504445|  PASSED  
      rgb_lagged_sum|  27|   1000000|     100|0.03892720|  PASSED  
      rgb_lagged_sum|  28|   1000000|     100|0.95817156|  PASSED  
      rgb_lagged_sum|  29|   1000000|     100|0.12484793|  PASSED  
      rgb_lagged_sum|  30|   1000000|     100|0.16439008|  PASSED  
      rgb_lagged_sum|  31|   1000000|     100|0.62149059|  PASSED  
      rgb_lagged_sum|  32|   1000000|     100|0.52719874|  PASSED  
     rgb_kstest_test|   0|     10000|    1000|0.92616139|  PASSED  
     dab_bytedistrib|   0|  51200000|       1|0.91724236|  PASSED  
             dab_dct| 256|     50000|       1|0.47393872|  PASSED  
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.26010471|  PASSED  
        dab_filltree|  32|  15000000|       1|0.57566134|  PASSED  
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.47892975|  PASSED  
       dab_filltree2|   1|   5000000|       1|0.70421672|  PASSED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|0.92715433|  PASSED  
