#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
        mt19937|  ./working/random-truncated.bin|  6.75e+07  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
         rgb_bitdist|   6|    100000|     100|0.25624487|  PASSED  
         rgb_bitdist|   7|    100000|     100|0.12512615|  PASSED  
         rgb_bitdist|   8|    100000|     100|0.74159885|  PASSED  
         rgb_bitdist|   9|    100000|     100|0.65472252|  PASSED  
         rgb_bitdist|  10|    100000|     100|0.77345555|  PASSED  
         rgb_bitdist|  11|    100000|     100|0.86738473|  PASSED  
         rgb_bitdist|  12|    100000|     100|0.93098801|  PASSED  
rgb_minimum_distance|   2|     10000|    1000|0.49303799|  PASSED  
rgb_minimum_distance|   3|     10000|    1000|0.34488338|  PASSED  
rgb_minimum_distance|   4|     10000|    1000|0.55206510|  PASSED  
rgb_minimum_distance|   5|     10000|    1000|0.77900115|  PASSED  
    rgb_permutations|   2|    100000|     100|0.70741982|  PASSED  
    rgb_permutations|   3|    100000|     100|0.24299799|  PASSED  
    rgb_permutations|   4|    100000|     100|0.44774993|  PASSED  
    rgb_permutations|   5|    100000|     100|0.76796652|  PASSED  
      rgb_lagged_sum|   0|   1000000|     100|0.29478451|  PASSED  
      rgb_lagged_sum|   1|   1000000|     100|0.44603783|  PASSED  
      rgb_lagged_sum|   2|   1000000|     100|0.14362444|  PASSED  
      rgb_lagged_sum|   3|   1000000|     100|0.95323737|  PASSED  
      rgb_lagged_sum|   4|   1000000|     100|0.93588264|  PASSED  
      rgb_lagged_sum|   5|   1000000|     100|0.99859621|   WEAK   
      rgb_lagged_sum|   6|   1000000|     100|0.94799431|  PASSED  
      rgb_lagged_sum|   7|   1000000|     100|0.60229293|  PASSED  
      rgb_lagged_sum|   8|   1000000|     100|0.31624450|  PASSED  
      rgb_lagged_sum|   9|   1000000|     100|0.17794424|  PASSED  
      rgb_lagged_sum|  10|   1000000|     100|0.99734169|   WEAK   
      rgb_lagged_sum|  11|   1000000|     100|0.96201988|  PASSED  
      rgb_lagged_sum|  12|   1000000|     100|0.15230827|  PASSED  
      rgb_lagged_sum|  13|   1000000|     100|0.83880122|  PASSED  
      rgb_lagged_sum|  14|   1000000|     100|0.66644764|  PASSED  
      rgb_lagged_sum|  15|   1000000|     100|0.87910373|  PASSED  
      rgb_lagged_sum|  16|   1000000|     100|0.62277395|  PASSED  
      rgb_lagged_sum|  17|   1000000|     100|0.35863455|  PASSED  
      rgb_lagged_sum|  18|   1000000|     100|0.97288938|  PASSED  
      rgb_lagged_sum|  19|   1000000|     100|0.71915979|  PASSED  
      rgb_lagged_sum|  20|   1000000|     100|0.94035282|  PASSED  
      rgb_lagged_sum|  21|   1000000|     100|0.40811206|  PASSED  
      rgb_lagged_sum|  22|   1000000|     100|0.99665354|   WEAK   
      rgb_lagged_sum|  23|   1000000|     100|0.95387777|  PASSED  
      rgb_lagged_sum|  24|   1000000|     100|0.86853049|  PASSED  
      rgb_lagged_sum|  25|   1000000|     100|0.62971731|  PASSED  
      rgb_lagged_sum|  26|   1000000|     100|0.60783596|  PASSED  
      rgb_lagged_sum|  27|   1000000|     100|0.57516445|  PASSED  
      rgb_lagged_sum|  28|   1000000|     100|0.11747593|  PASSED  
      rgb_lagged_sum|  29|   1000000|     100|0.90185883|  PASSED  
      rgb_lagged_sum|  30|   1000000|     100|0.19671505|  PASSED  
      rgb_lagged_sum|  31|   1000000|     100|0.48425642|  PASSED  
      rgb_lagged_sum|  32|   1000000|     100|0.00852227|  PASSED  
     rgb_kstest_test|   0|     10000|    1000|0.04711053|  PASSED  
     dab_bytedistrib|   0|  51200000|       1|0.26690175|  PASSED  
             dab_dct| 256|     50000|       1|0.42105310|  PASSED  
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.75300887|  PASSED  
        dab_filltree|  32|  15000000|       1|0.05103587|  PASSED  
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.53757108|  PASSED  
       dab_filltree2|   1|   5000000|       1|0.26317143|  PASSED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|0.68466288|  PASSED  
