#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
        mt19937|  ./working/random-truncated.bin|  6.76e+07  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
#=============================================================================#
   diehard_birthdays|   0|       100|     100|0.97980908|  PASSED  
      diehard_operm5|   0|   1000000|     100|0.95045034|  PASSED  
  diehard_rank_32x32|   0|     40000|     100|0.52544487|  PASSED  
    diehard_rank_6x8|   0|    100000|     100|0.49222108|  PASSED  
   diehard_bitstream|   0|   2097152|     100|0.11908854|  PASSED  
        diehard_opso|   0|   2097152|     100|0.02759794|  PASSED  
        diehard_oqso|   0|   2097152|     100|0.11658996|  PASSED  
         diehard_dna|   0|   2097152|     100|0.42188274|  PASSED  
diehard_count_1s_str|   0|    256000|     100|0.44947003|  PASSED  
diehard_count_1s_byt|   0|    256000|     100|0.74558846|  PASSED  
 diehard_parking_lot|   0|     12000|     100|0.47166550|  PASSED  
    diehard_2dsphere|   2|      8000|     100|0.77847311|  PASSED  
    diehard_3dsphere|   3|      4000|     100|0.78311540|  PASSED  
     diehard_squeeze|   0|    100000|     100|0.58608447|  PASSED  
        diehard_sums|   0|       100|     100|0.11600257|  PASSED  
        diehard_runs|   0|    100000|     100|0.94939793|  PASSED  
        diehard_runs|   0|    100000|     100|0.62276072|  PASSED  
       diehard_craps|   0|    200000|     100|0.65153752|  PASSED  
       diehard_craps|   0|    200000|     100|0.89185554|  PASSED  
 marsaglia_tsang_gcd|   0|  10000000|     100|0.64554218|  PASSED  
 marsaglia_tsang_gcd|   0|  10000000|     100|0.07004124|  PASSED  
         sts_monobit|   1|    100000|     100|0.97570923|  PASSED  
            sts_runs|   2|    100000|     100|0.89813513|  PASSED  
          sts_serial|   1|    100000|     100|0.57598573|  PASSED  
          sts_serial|   2|    100000|     100|0.79051212|  PASSED  
          sts_serial|   3|    100000|     100|0.47610889|  PASSED  
          sts_serial|   3|    100000|     100|0.98562272|  PASSED  
          sts_serial|   4|    100000|     100|0.60561978|  PASSED  
          sts_serial|   4|    100000|     100|0.84136561|  PASSED  
          sts_serial|   5|    100000|     100|0.95282402|  PASSED  
          sts_serial|   5|    100000|     100|0.91295350|  PASSED  
          sts_serial|   6|    100000|     100|0.19623799|  PASSED  
          sts_serial|   6|    100000|     100|0.82995987|  PASSED  
          sts_serial|   7|    100000|     100|0.42453055|  PASSED  
          sts_serial|   7|    100000|     100|0.79449230|  PASSED  
          sts_serial|   8|    100000|     100|0.34039406|  PASSED  
          sts_serial|   8|    100000|     100|0.55422040|  PASSED  
          sts_serial|   9|    100000|     100|0.89746926|  PASSED  
          sts_serial|   9|    100000|     100|0.54580744|  PASSED  
          sts_serial|  10|    100000|     100|0.80932605|  PASSED  
          sts_serial|  10|    100000|     100|0.41862351|  PASSED  
          sts_serial|  11|    100000|     100|0.98808604|  PASSED  
          sts_serial|  11|    100000|     100|0.78158818|  PASSED  
          sts_serial|  12|    100000|     100|0.38707412|  PASSED  
          sts_serial|  12|    100000|     100|0.82365742|  PASSED  
          sts_serial|  13|    100000|     100|0.27391354|  PASSED  
          sts_serial|  13|    100000|     100|0.46394578|  PASSED  
          sts_serial|  14|    100000|     100|0.66245187|  PASSED  
          sts_serial|  14|    100000|     100|0.55325397|  PASSED  
          sts_serial|  15|    100000|     100|0.99501925|   WEAK   
          sts_serial|  15|    100000|     100|0.76588724|  PASSED  
          sts_serial|  16|    100000|     100|0.90149798|  PASSED  
          sts_serial|  16|    100000|     100|0.64519316|  PASSED  
         rgb_bitdist|   1|    100000|     100|0.57666467|  PASSED  
         rgb_bitdist|   2|    100000|     100|0.22471935|  PASSED  
         rgb_bitdist|   3|    100000|     100|0.00930836|  PASSED  
         rgb_bitdist|   4|    100000|     100|0.32107226|  PASSED  
         rgb_bitdist|   5|    100000|     100|0.01221941|  PASSED  
         rgb_bitdist|   6|    100000|     100|0.09393130|  PASSED  
         rgb_bitdist|   7|    100000|     100|0.91427890|  PASSED  
         rgb_bitdist|   8|    100000|     100|0.32990677|  PASSED  
         rgb_bitdist|   9|    100000|     100|0.36423033|  PASSED  
         rgb_bitdist|  10|    100000|     100|0.54487661|  PASSED  
         rgb_bitdist|  11|    100000|     100|0.82048724|  PASSED  
         rgb_bitdist|  12|    100000|     100|0.68862055|  PASSED  
